,idx,class,conversation
253,253,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
254,254,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
255,255,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
256,256,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
257,257,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
258,258,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
259,259,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
260,260,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
261,261,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
262,262,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
263,263,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
264,264,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
265,265,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
266,266,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
267,267,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
268,268,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
269,269,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
270,270,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
271,271,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
272,272,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
273,273,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
274,274,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
275,275,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
276,276,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
277,277,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
278,278,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
279,279,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
280,280,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
281,281,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
282,282,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
283,283,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
284,284,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
285,285,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
286,286,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
287,287,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
288,288,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
289,289,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
290,290,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
291,291,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
292,292,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
293,293,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
294,294,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
295,295,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
296,296,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
297,297,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
298,298,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
299,299,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
300,300,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
301,301,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
302,302,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
303,303,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
304,304,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
305,305,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
306,306,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
307,307,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
308,308,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
309,309,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
310,310,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
311,311,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
312,312,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
313,313,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
314,314,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
315,315,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
316,316,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
317,317,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
318,318,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
319,319,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
320,320,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
321,321,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
322,322,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
323,323,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
324,324,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
325,325,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
326,326,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
327,327,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
328,328,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
329,329,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
330,330,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
331,331,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
332,332,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
333,333,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
334,334,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
335,335,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
336,336,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
337,337,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
338,338,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
339,339,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
340,340,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
341,341,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
342,342,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
343,343,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
344,344,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
345,345,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
346,346,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
347,347,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
348,348,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
349,349,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
350,350,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
351,351,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
352,352,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
353,353,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
354,354,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
355,355,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
356,356,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
357,357,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
358,358,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
359,359,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
360,360,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
361,361,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
362,362,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
363,363,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
364,364,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
365,365,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
366,366,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
367,367,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
368,368,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
369,369,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
370,370,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
371,371,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
372,372,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
373,373,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
374,374,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
375,375,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
376,376,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
377,377,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
378,378,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
379,379,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
380,380,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
381,381,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
382,382,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
383,383,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
384,384,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
385,385,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
386,386,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
387,387,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
388,388,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
389,389,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
390,390,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
391,391,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
392,392,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
393,393,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
394,394,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
395,395,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
396,396,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
397,397,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
398,398,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
399,399,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
400,400,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
401,401,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
402,402,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
403,403,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
404,404,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
405,405,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
406,406,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
407,407,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
408,408,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
409,409,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
410,410,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
411,411,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
412,412,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
413,413,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
414,414,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
415,415,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
416,416,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
417,417,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
418,418,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
419,419,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
420,420,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
421,421,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
422,422,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
423,423,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
424,424,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
425,425,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
426,426,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
427,427,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
428,428,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
429,429,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
430,430,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
431,431,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
432,432,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
433,433,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
434,434,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
435,435,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
436,436,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
437,437,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
438,438,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
439,439,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
440,440,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
441,441,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
442,442,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
443,443,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
444,444,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
445,445,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
446,446,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
447,447,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
448,448,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
449,449,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
450,450,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
451,451,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
452,452,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
453,453,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
454,454,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
455,455,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
456,456,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
457,457,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
458,458,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
459,459,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
460,460,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
461,461,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
462,462,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
463,463,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
464,464,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
465,465,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
466,466,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
467,467,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
468,468,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
469,469,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
470,470,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
471,471,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
472,472,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
473,473,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
474,474,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
475,475,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
476,476,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
477,477,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
478,478,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
479,479,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
480,480,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
481,481,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
482,482,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
483,483,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
484,484,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
485,485,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
486,486,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
487,487,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
488,488,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
489,489,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
490,490,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
491,491,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
492,492,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
493,493,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
494,494,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
495,495,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
496,496,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
497,497,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
498,498,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
499,499,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
500,500,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
501,501,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
502,502,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
503,503,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
504,504,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
