,idx,class,conversation
332,332,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
333,333,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
334,334,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
335,335,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
336,336,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
337,337,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
338,338,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
339,339,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
340,340,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
341,341,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
342,342,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
343,343,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
344,344,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
345,345,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
346,346,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
347,347,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
348,348,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
349,349,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
350,350,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
351,351,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
352,352,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
353,353,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
354,354,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
355,355,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
356,356,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
357,357,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
358,358,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
359,359,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
360,360,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
361,361,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
362,362,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
363,363,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
364,364,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
365,365,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
366,366,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
367,367,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
368,368,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
369,369,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
370,370,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
371,371,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
372,372,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
373,373,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
374,374,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
375,375,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
376,376,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
377,377,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
378,378,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
379,379,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
380,380,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
381,381,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
382,382,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
383,383,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
384,384,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
385,385,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
386,386,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
387,387,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
388,388,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
389,389,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
390,390,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
391,391,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
392,392,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
393,393,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
394,394,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
395,395,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
396,396,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
397,397,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
398,398,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
399,399,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
400,400,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
401,401,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
402,402,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
403,403,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
404,404,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
405,405,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
406,406,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
407,407,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
408,408,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
409,409,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
410,410,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
411,411,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
412,412,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
413,413,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
414,414,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
415,415,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
416,416,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
417,417,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
418,418,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
419,419,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
420,420,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
421,421,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
422,422,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
423,423,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
424,424,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
425,425,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
426,426,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
427,427,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
428,428,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
429,429,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
430,430,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
431,431,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
432,432,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
433,433,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
434,434,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
435,435,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
436,436,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
437,437,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
438,438,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
439,439,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
440,440,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
441,441,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
442,442,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
443,443,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
444,444,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
445,445,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
446,446,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
447,447,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
448,448,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
449,449,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
450,450,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
451,451,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
452,452,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
453,453,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
454,454,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
455,455,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
456,456,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
457,457,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
458,458,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
459,459,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
460,460,일반대화,"오늘 기분이 어때요?
괜찮아요, 조금 피곤하긴 하지만요."
461,461,일반대화,"요즘 무슨 취미가 생겼나요?
요즘 사진 찍는 게 재밌더라고요."
462,462,일반대화,"최근에 읽은 책 중에서 추천할 만한 게 있나요?
네, 한 권 있는데 정말 감동적이었어요."
463,463,일반대화,"점심 메뉴로 뭐가 좋을까요?
아마 비빔밥이 괜찮지 않을까요?"
464,464,일반대화,"여름휴가는 어디로 가세요?
아직 계획 없지만 해변가가 좋을 것 같아요."
465,465,일반대화,"오늘 일이 많았어요?
네, 좀 바빴지만 그래도 보람 있었어요."
466,466,일반대화,"다음 주에 같이 산책할까요?
좋아요! 요즘 날씨가 산책하기 딱이네요."
467,467,일반대화,"이번 주말에는 특별한 계획 있나요?
아니요, 그냥 집에서 쉬려고요."
468,468,일반대화,"새로 생긴 카페에 가봤어요?
네, 분위기가 정말 좋더라고요."
469,469,일반대화,"올해 목표는 뭐예요?
건강하게 지내는 게 가장 큰 목표에요."
470,470,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
471,471,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
472,472,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
473,473,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
474,474,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
475,475,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
476,476,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
477,477,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
478,478,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
479,479,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
480,480,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
481,481,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
482,482,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
483,483,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
484,484,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
485,485,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
486,486,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
487,487,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
488,488,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
489,489,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
490,490,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
491,491,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
492,492,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
493,493,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
494,494,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
495,495,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
496,496,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
497,497,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
498,498,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
499,499,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
500,500,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
501,501,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
502,502,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
503,503,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
504,504,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
505,505,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
506,506,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
507,507,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
508,508,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
509,509,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
510,510,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
511,511,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
512,512,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
513,513,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
514,514,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
515,515,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
516,516,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
517,517,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
518,518,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
519,519,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
520,520,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
521,521,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
522,522,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
523,523,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
524,524,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
525,525,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
526,526,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
527,527,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
528,528,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
529,529,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
530,530,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
531,531,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
532,532,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
533,533,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
534,534,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
535,535,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
536,536,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
537,537,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
538,538,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
539,539,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
540,540,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
541,541,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
542,542,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
543,543,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
544,544,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
545,545,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
546,546,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
547,547,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
548,548,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
549,549,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
550,550,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
551,551,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
552,552,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
553,553,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
554,554,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
555,555,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
556,556,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
557,557,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
558,558,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
559,559,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
560,560,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
561,561,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
562,562,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
563,563,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
564,564,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
565,565,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
566,566,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
567,567,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
568,568,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
569,569,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
570,570,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
571,571,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
572,572,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
573,573,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
574,574,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
575,575,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
576,576,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
577,577,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
578,578,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
579,579,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
580,580,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
581,581,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
582,582,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
583,583,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
584,584,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
585,585,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
586,586,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
587,587,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
588,588,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
589,589,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
590,590,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
591,591,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
592,592,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
593,593,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
594,594,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
595,595,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
596,596,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
597,597,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
598,598,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
599,599,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
600,600,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
601,601,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
602,602,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
603,603,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
604,604,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
605,605,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
606,606,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
607,607,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
608,608,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
609,609,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
610,610,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
611,611,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
612,612,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
613,613,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
614,614,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
615,615,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
616,616,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
617,617,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
618,618,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
619,619,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
620,620,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
621,621,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
622,622,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
623,623,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
624,624,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
625,625,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
626,626,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
627,627,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
628,628,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
629,629,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
630,630,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
631,631,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
632,632,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
633,633,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
634,634,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
635,635,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
636,636,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
637,637,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
638,638,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
639,639,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
640,640,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
641,641,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
642,642,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
643,643,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
644,644,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
645,645,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
646,646,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
647,647,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
648,648,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
649,649,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
650,650,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
651,651,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
652,652,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
653,653,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
654,654,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
655,655,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
656,656,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
657,657,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
658,658,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
659,659,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
660,660,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
661,661,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
662,662,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
663,663,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
